"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","analyte","Weight","percent_composition","Comment"
"MVP","36","N",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",1.972,6.35,NA
"MVP","36","N",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",1.972,3.42,NA
"PWP","35","P",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",2.209,49.77,NA
"PWP","35","P",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",2.209,6.45,NA
"PWP","35","P",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",2.209,3.04,NA
"PWP","34","NP",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",2.113,49.75,NA
"PWP","34","NP",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",2.113,6.01,NA
"PWP","34","NP",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",2.113,3.1,NA
"PWP","33","C1",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",2.051,48.55,NA
"PWP","33","C1",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",2.051,6.6,NA
"PWP","33","C1",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",2.051,4.14,NA
"PWP","31","N",2015-06-01,"spring_2015","Larrea tridentata","Carbon %",2.036,48.33,NA
"PWP","31","N",2015-06-01,"spring_2015","Larrea tridentata","Hydrogen %",2.036,6.7,NA
"PWP","31","N",2015-06-01,"spring_2015","Larrea tridentata","Nitrogen %",2.036,4.61,NA
"SME","29","C1",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",2.075,49.14,NA
"SME","29","C1",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",2.075,6.77,NA
"SME","29","C1",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",2.075,4.76,NA
"SME","28","P",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",2.069,48.45,NA
"SME","28","P",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",2.069,6.69,NA
"SME","28","P",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",2.069,4.9,NA
"SME","27","NP",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",2.048,48.5,NA
"SME","27","NP",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",2.048,6.58,NA
"SME","27","NP",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",2.048,4.76,NA
"SME","26","N",2015-06-02,"spring_2015","Larrea tridentata","Carbon %",2.051,48.49,NA
"SME","26","N",2015-06-02,"spring_2015","Larrea tridentata","Hydrogen %",2.051,6.64,NA
"SME","26","N",2015-06-02,"spring_2015","Larrea tridentata","Nitrogen %",2.051,4.51,NA
"MCS","24","C1",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",2.191,46.09,NA
"MCS","24","C1",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",2.191,6.42,NA
"MCS","24","C1",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",2.191,4.05,NA
"MCS","23","P",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",2.103,48.26,NA
"MCS","23","P",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",2.103,6.59,NA
"MCS","23","P",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",2.103,4.3,NA
"MCS","21","NP",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",2.375,47.24,NA
"MCS","21","NP",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",2.375,6.62,NA
"MCS","21","NP",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",2.375,4.37,NA
"MCN","20","NP",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",2.219,47.98,NA
"MCN","20","NP",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",2.219,6.64,NA
"MCN","20","NP",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",2.219,3.89,NA
"MCN","18","C1",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",2.279,48.78,NA
"MCN","18","C1",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",2.279,6.77,NA
"MCN","18","C1",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",2.279,3.6,NA
"MCN","17","P",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",2.22,48.48,NA
"MCN","17","P",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",2.22,6.6,NA
"MCN","17","P",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",2.22,3.96,NA
"MCN","16","N",2015-05-28,"spring_2015","Larrea tridentata","Carbon %",2.378,47.82,NA
"MCN","16","N",2015-05-28,"spring_2015","Larrea tridentata","Hydrogen %",2.378,6.63,NA
"MCN","16","N",2015-05-28,"spring_2015","Larrea tridentata","Nitrogen %",2.378,3.71,NA
"SRR","15","N",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",1.982,49.33,NA
"SRR","15","N",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",1.982,6.62,NA
"SRR","15","N",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",1.982,3.98,NA
"SRR","14","P",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.286,47.46,NA
"SRR","14","P",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.286,6.43,NA
"SRR","14","P",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.286,3.7,NA
"SRR","13","C1",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",1.896,48.46,NA
"SRR","13","C1",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",1.896,6.43,NA
"SRR","13","C1",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",1.896,3.74,NA
"SRR","12","NP",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.047,43.65,NA
"SRR","12","NP",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.047,5.72,NA
"SRR","12","NP",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.047,4,NA
"UMP","10","N",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",1.946,52.14,NA
"UMP","10","N",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",1.946,6.53,NA
"UMP","10","N",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",1.946,3.9,NA
"UMP","9","C1",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.452,36.73,NA
"UMP","9","C1",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.452,5.77,NA
"UMP","9","C1",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.452,4.68,NA
"UMP","8","P",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.373,47.8,NA
"UMP","8","P",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.373,6.36,NA
"UMP","8","P",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.373,3.75,NA
"UMP","6","NP",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.237,46.35,NA
"UMP","6","NP",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.237,6.38,NA
"UMP","6","NP",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.237,3.36,NA
"LDP","5","C1",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.213,48.47,NA
"LDP","5","C1",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.213,6.62,NA
"LDP","5","C1",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.213,3.63,NA
"LDP","4","P",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.234,46.68,NA
"LDP","4","P",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.234,6.47,NA
"LDP","4","P",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.234,3.17,NA
"LDP","3","NP",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.24,47.62,NA
"LDP","3","NP",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.24,6.61,NA
"LDP","3","NP",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.24,3.67,NA
"LDP","1","N",2015-05-26,"spring_2015","Larrea tridentata","Carbon %",2.347,48.97,"Larrea Spring 2015"
"LDP","1","N",2015-05-26,"spring_2015","Larrea tridentata","Hydrogen %",2.347,6.78,"Larrea Spring 2015"
"LDP","1","N",2015-05-26,"spring_2015","Larrea tridentata","Nitrogen %",2.347,3.93,"Larrea Spring 2015"
"WTM","75","N",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",1.952,47.49,"0"
"WTM","75","N",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",1.952,6.08,"0"
"WTM","75","N",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",1.952,2.69,"0"
"WTM","74","P",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.161,46.11,"0"
"WTM","74","P",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.161,6.1,"0"
"WTM","74","P",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.161,2.45,"0"
"WTM","73","NP",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.056,46.15,"0"
"WTM","73","NP",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.056,6.08,"0"
"WTM","73","NP",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.056,2.58,"0"
"WTM","71","C1",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.124,47.23,"0"
"WTM","71","C1",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.124,6.2,"0"
"WTM","71","C1",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.124,2.53,"0"
"EME","70","P",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",1.873,46.6,"0"
"EME","70","P",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",1.873,6.18,"0"
"EME","70","P",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",1.873,2.65,"0"
"EME","68","NP",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",1.865,47.13,"0"
"EME","68","NP",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",1.865,6.15,"0"
"EME","68","NP",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",1.865,2.83,"0"
"EME","67","N",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.031,45.77,"0"
"EME","67","N",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.031,6.24,"0"
"EME","67","N",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.031,2.79,"0"
"EME","66","C1",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.22,46.6,"0"
"EME","66","C1",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.22,6.3,"0"
"EME","66","C1",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.22,2.7,"0"
"EMW","65","N",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.118,46.54,"0"
"EMW","65","N",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.118,6.31,"0"
"EMW","65","N",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.118,2.85,"0"
"EMW","64","C1",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.294,46.26,"0"
"EMW","64","C1",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.294,6.3,"0"
"EMW","64","C1",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.294,2.5,"0"
"EMW","63","P",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",1.875,46.97,"0"
"EMW","63","P",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",1.875,6.16,"0"
"EMW","63","P",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",1.875,2.79,"0"
"EMW","62","NP",2016-05-23,"spring_2016","Larrea tridentata","Carbon %",2.211,48.07,"0"
"EMW","62","NP",2016-05-23,"spring_2016","Larrea tridentata","Hydrogen %",2.211,6.36,"0"
"EMW","62","NP",2016-05-23,"spring_2016","Larrea tridentata","Nitrogen %",2.211,2.55,"0"
"SNW","60","C1",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.12,45.99,"0"
"SNW","60","C1",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.12,6.21,"0"
"SNW","60","C1",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.12,2.67,"0"
"SNW","59","NP",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.136,46.89,"0"
"SNW","59","NP",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.136,6.32,"0"
"SNW","59","NP",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.136,2.91,"0"
"SNW","57","P",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.101,47.64,"0"
"SNW","57","P",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.101,6.43,"0"
"SNW","57","P",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.101,2.52,"0"
"SNW","56","N",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.018,47.46,"0"
"SNW","56","N",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.018,6.35,"0"
"SNW","56","N",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.018,2.76,"0"
"SNE","55","P",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.109,47.18,"0"
"SNE","55","P",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.109,6.39,"0"
"SNE","55","P",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.109,2.7,"0"
"SNE","54","NP",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.107,47.7,"0"
"SNE","54","NP",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.107,6.43,"0"
"SNE","54","NP",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.107,2.84,"0"
"SNE","52","N",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",1.935,47.16,"0"
"SNE","52","N",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",1.935,6.4,"0"
"SNE","52","N",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",1.935,2.95,"0"
"SNE","51","C1",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",1.897,47.55,"0"
"SNE","51","C1",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",1.897,6.43,"0"
"SNE","51","C1",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",1.897,2.69,"0"
"DBG","50","C1",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",1.808,46.82,"0"
"DBG","50","C1",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",1.808,6.27,"0"
"DBG","50","C1",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",1.808,2.69,"0"
"DBG","49","N",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",2.052,47.87,"0"
"DBG","49","N",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",2.052,6.44,"0"
"DBG","49","N",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",2.052,2.7,"0"
"DBG","48","NP",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",2.222,47.54,"0"
"DBG","48","NP",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",2.222,6.48,"0"
"DBG","48","NP",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",2.222,2.81,"0"
"DBG","46","P",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",2.112,44.48,"0"
"DBG","46","P",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",2.112,6.1,"0"
"DBG","46","P",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",2.112,2.6,"0"
"SMW","45","NP",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",2.185,49.16,"0"
"SMW","45","NP",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",2.185,6.62,"0"
"SMW","45","NP",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",2.185,2.73,"0"
"SMW","44","C1",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",2.002,48.7,"0"
"SMW","44","C1",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",2.002,6.46,"0"
"SMW","44","C1",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",2.002,2.63,"0"
"SMW","43","P",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",2.014,48.68,"0"
"SMW","43","P",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",2.014,6.53,"0"
"SMW","43","P",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",2.014,2.56,"0"
"SMW","42","N",2016-05-19,"spring_2016","Larrea tridentata","Carbon %",2.224,47.66,"0"
"SMW","42","N",2016-05-19,"spring_2016","Larrea tridentata","Hydrogen %",2.224,6.46,"0"
"SMW","42","N",2016-05-19,"spring_2016","Larrea tridentata","Nitrogen %",2.224,2.81,"0"
"MVP","39","P",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.148,46.19,"0"
"MVP","39","P",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.148,6.33,"0"
"MVP","39","P",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.148,2.78,"0"
"MVP","38","C1",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.083,46.68,"0"
"MVP","38","C1",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.083,6.4,"0"
"MVP","38","C1",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.083,2.73,"0"
"MVP","37","NP",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",1.947,48.45,"0"
"MVP","37","NP",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",1.947,6.54,"0"
"MVP","37","NP",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",1.947,2.76,"0"
"MVP","36","N",2016-05-25,"spring_2016","Larrea tridentata","Carbon %",2.063,46.38,"0"
"MVP","36","N",2016-05-25,"spring_2016","Larrea tridentata","Hydrogen %",2.063,6.37,"0"
"MVP","36","N",2016-05-25,"spring_2016","Larrea tridentata","Nitrogen %",2.063,2.81,"0"
"PWP","35","P",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",2.143,46.59,"0"
"PWP","35","P",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",2.143,6.39,"0"
"PWP","35","P",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",2.143,2.33,"0"
"PWP","34","NP",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",1.947,47.46,"0"
"PWP","34","NP",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",1.947,6.45,"0"
"PWP","34","NP",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",1.947,2.84,"0"
"PWP","33","C1",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",1.999,46.26,"0"
"PWP","33","C1",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",1.999,6.33,"0"
"PWP","33","C1",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",1.999,2.56,"0"
"PWP","31","N",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",2.042,47.26,"0"
"PWP","31","N",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",2.042,6.6,"0"
"PWP","31","N",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",2.042,2.7,"0"
"MCS","22","N",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",1.892,46.98,"0"
"MCS","22","N",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",1.892,6.42,"0"
"MCS","22","N",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",1.892,3.31,"0"
"MCS","21","NP",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",2.257,46.32,"0"
"MCS","21","NP",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",2.257,6.5,"0"
"MCS","21","NP",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",2.257,3.29,"0"
"MCN","20","NP",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",2.122,45.4,"0"
"MCN","20","NP",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",2.122,6.27,"0"
"MCN","20","NP",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",2.122,3.12,"0"
"MCN","18","C1",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",1.922,45.18,"0"
"MCN","18","C1",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",1.922,6.15,"0"
"MCN","18","C1",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",1.922,2.93,"0"
"MCN","17","P",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",2.161,47.01,"0"
"MCN","17","P",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",2.161,6.36,"0"
"MCN","17","P",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",2.161,3.06,"0"
"MCN","16","N",2016-05-24,"spring_2016","Larrea tridentata","Carbon %",2.158,45.99,"0"
"MCN","16","N",2016-05-24,"spring_2016","Larrea tridentata","Hydrogen %",2.158,6.46,"0"
"MCN","16","N",2016-05-24,"spring_2016","Larrea tridentata","Nitrogen %",2.158,2.94,"0"
"SRR","15","N",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",1.885,46.79,"0"
"SRR","15","N",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",1.885,6.57,"0"
"SRR","15","N",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",1.885,2.93,"0"
"SRR","14","P",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",2.082,45.88,"0"
"SRR","14","P",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",2.082,6.41,"0"
"SRR","14","P",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",2.082,2.7,"0"
"SRR","13","C1",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",1.939,46.79,"0"
"SRR","13","C1",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",1.939,6.49,"0"
"SRR","13","C1",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",1.939,2.83,"0"
"SRR","12","NP",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",2.203,46.6,"0"
"SRR","12","NP",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",2.203,6.66,"0"
"SRR","12","NP",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",2.203,2.97,"0"
"UMP","10","N",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",2.141,45.68,"0"
"UMP","10","N",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",2.141,6.37,"0"
"UMP","10","N",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",2.141,2.92,"0"
"UMP","9","C1",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",2.169,46.28,"0"
"UMP","9","C1",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",2.169,6.35,"0"
"UMP","9","C1",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",2.169,2.69,"0"
"UMP","8","P",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",1.896,45.99,"0"
"UMP","8","P",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",1.896,6.32,"0"
"UMP","8","P",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",1.896,2.72,"0"
"UMP","6","NP",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",2.309,46.49,"0"
"UMP","6","NP",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",2.309,6.58,"0"
"UMP","6","NP",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",2.309,2.64,"0"
"LDP","5","C1",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",1.929,46.42,"0"
"LDP","5","C1",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",1.929,6.51,"0"
"LDP","5","C1",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",1.929,2.47,"0"
"LDP","4","P",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",2.041,44.97,"0"
"LDP","4","P",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",2.041,6.3,"0"
"LDP","4","P",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",2.041,2.59,"0"
"LDP","3","NP",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",2.292,46.33,"0"
"LDP","3","NP",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",2.292,6.15,"0"
"LDP","3","NP",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",2.292,2.6,"0"
"LDP","1","N",2016-05-20,"spring_2016","Larrea tridentata","Carbon %",1.843,45.15,"Larrea Spring 2016"
"LDP","1","N",2016-05-20,"spring_2016","Larrea tridentata","Hydrogen %",1.843,6.12,"Larrea Spring 2016"
"LDP","1","N",2016-05-20,"spring_2016","Larrea tridentata","Nitrogen %",1.843,2.7,"Larrea Spring 2016"
"WTM","75","N",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",2.139,47.82,NA
"WTM","75","N",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",2.139,6.46,NA
"WTM","75","N",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",2.139,2.82,NA
"WTM","74","P",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",1.877,48.93,NA
"WTM","74","P",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",1.877,6.53,NA
"WTM","74","P",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",1.877,2.49,NA
"WTM","73","NP",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",2.23,47.83,NA
"WTM","73","NP",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",2.23,6.53,NA
"WTM","73","NP",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",2.23,2.82,NA
"WTM","71","C1",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",2.184,48.22,NA
"WTM","71","C1",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",2.184,6.59,NA
"WTM","71","C1",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",2.184,2.7,NA
"EME","70","P",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",1.903,49.61,NA
"EME","70","P",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",1.903,6.69,NA
"EME","70","P",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",1.903,2.47,NA
"EME","68","NP",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",2.261,48.28,NA
"EME","68","NP",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",2.261,6.62,NA
"EME","68","NP",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",2.261,2.71,NA
"EME","67","N",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",2.081,48.44,NA
"EME","67","N",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",2.081,6.57,NA
"EME","67","N",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",2.081,2.86,NA
"EME","66","C1",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",1.966,47.83,NA
"EME","66","C1",2017-05-18,"spring_2017","Larrea tridentata","Hydrogen %",1.966,6.46,NA
"EME","66","C1",2017-05-18,"spring_2017","Larrea tridentata","Nitrogen %",1.966,2.78,NA
"EMW","65","N",2017-05-18,"spring_2017","Larrea tridentata","Carbon %",2.2,47.05,NA
