"site_code","plot_id","treatment_code","sample_date","season_year","tissue_type","instrument","isotope_element","concentration","source_file"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","178Hf",0.012,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","178Hf",0.005,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","178Hf",0.012,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","178Hf",0.019,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","178Hf",0.015,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","178Hf",0.004,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","182W",0.033,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","182W",0.051,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","182W",0.035,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","182W",0.087,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","182W",0.05,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","182W",0.058,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","182W",0.025,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","182W",0.046,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","182W",0.052,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","182W",0.04,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","182W",0.041,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","182W",0.063,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","182W",0.048,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","182W",0.064,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","182W",0.04,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.022,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.036,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.037,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.109,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.192,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.275,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.13,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.062,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.054,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.047,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.091,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.068,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.038,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.077,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","185Re",0.051,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.021,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.038,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.037,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.108,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.192,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.276,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.13,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.061,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.055,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.047,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.089,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.067,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.037,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.077,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","187Re",0.051,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","193Ir",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","195Pt",0,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.108,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.109,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.148,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.104,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.12,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.114,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.108,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.132,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.142,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.119,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.121,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.125,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.151,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.154,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","197Au",0.115,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.004,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.006,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.002,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.003,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.004,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.004,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.004,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.004,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.007,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.007,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.005,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.006,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.013,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.006,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","205Tl",0.003,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.563,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.763,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.645,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.568,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.924,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.816,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.599,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.281,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.387,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.537,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.386,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.67,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","208Pb",1.459,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","208Pb",1.004,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","208Pb",0.65,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","238U",0.024,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","238U",0.025,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","238U",0.011,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","238U",0.013,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","238U",0.024,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","238U",0.017,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","238U",0.008,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","238U",0.015,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","238U",0.02,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","238U",0.021,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","238U",0.018,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","238U",0.027,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","238U",0.041,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","238U",0.035,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","238U",0.012,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","23Na",37.196,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","23Na",75.471,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","23Na",148.076,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","23Na",175.638,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","23Na",175.607,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","23Na",100.397,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","23Na",161.47,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","23Na",108.706,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","23Na",74.51,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","23Na",153.106,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","23Na",46.172,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","23Na",250.918,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","23Na",96.504,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","23Na",189.988,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","23Na",61.892,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","24Mg",1161.176,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","24Mg",1509.419,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2773.028,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2110.596,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2502.741,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","24Mg",3282.479,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","24Mg",1955.35,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2694.118,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2444.706,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2112.189,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2061.872,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","24Mg",1902.306,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","24Mg",1794.199,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2020.262,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","24Mg",2313.351,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","27Al",278.745,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","27Al",404.631,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCN","18","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","27Al",129.771,"Cndep_Larrea_Pecto_10202016.XLSM"
"MCS","24","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","27Al",148.028,"Cndep_Larrea_Pecto_10202016.XLSM"
"SRR","13","C1",2016-10-04,"fall_2016","Larrea tridentata","ICP-MS","27Al",184.612,"Cndep_Larrea_Pecto_10202016.XLSM"
"LDP","5","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","27Al",194.676,"Cndep_Larrea_Pecto_10202016.XLSM"
"UMP","9","C1",2016-10-05,"fall_2016","Larrea tridentata","ICP-MS","27Al",77.521,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNE","51","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","27Al",197.216,"Cndep_Larrea_Pecto_10202016.XLSM"
"SNW","60","C1",2016-10-10,"fall_2016","Larrea tridentata","ICP-MS","27Al",276.039,"Cndep_Larrea_Pecto_10202016.XLSM"
"EME","66","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","27Al",304.697,"Cndep_Larrea_Pecto_10202016.XLSM"
"EMW","64","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","27Al",217.401,"Cndep_Larrea_Pecto_10202016.XLSM"
"WTM","71","C1",2016-10-11,"fall_2016","Larrea tridentata","ICP-MS","27Al",381.985,"Cndep_Larrea_Pecto_10202016.XLSM"
"DBG","50","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","27Al",470.401,"Cndep_Larrea_Pecto_10202016.XLSM"
"SME","29","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","27Al",395.511,"Cndep_Larrea_Pecto_10202016.XLSM"
"SMW","44","C1",2016-10-12,"fall_2016","Larrea tridentata","ICP-MS","27Al",185.442,"Cndep_Larrea_Pecto_10202016.XLSM"
"MVP","38","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","31P",1583.137,"Cndep_Larrea_Pecto_10202016.XLSM"
"PWP","33","C1",2016-10-03,"fall_2016","Larrea tridentata","ICP-MS","31P",1063.972,"Cndep_Larrea_Pecto_10202016.XLSM"
