"site_code","plot_id","treatment_code","start_date","end_date","analyte","final_value","flag","location_within_plot","num_cation_probes","num_anion_probes","notes"
"SMW","44","C1",2015-12-02,2016-02-24,"Pb",0.19,"below detection limit","between_plant",4,4,NA
"SMW","44","C1",2015-12-02,2016-02-24,"Pb",0.16,"below detection limit","under_plant",4,4,NA
"DBG","50","C1",2015-12-02,2016-02-24,"Mg",216,NA,"between_plant",4,4,NA
"DBG","50","C1",2015-12-02,2016-02-24,"Mg",208.1,NA,"under_plant",4,4,NA
"DBG","47","C2",2015-12-02,2016-02-24,"Mg",242.2,NA,"between_plant",4,4,"1 broken orange"
"DBG","47","C2",2015-12-02,2016-02-24,"Mg",247,NA,"under_plant",4,4,NA
"SMW","44","C1",2015-12-02,2016-02-24,"Mg",228.3,NA,"between_plant",4,4,NA
"SMW","44","C1",2015-12-02,2016-02-24,"Mg",216.6,NA,"under_plant",4,4,NA
"SMW","41","C2",2015-12-02,2016-02-24,"Mg",267.4,NA,"between_plant",4,4,NA
"SMW","41","C2",2015-12-02,2016-02-24,"Mg",156.4,NA,"under_plant",4,4,NA
"SME","30","C2",2015-12-02,2016-02-24,"Mg",228.5,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Mg",138,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"B",0.59,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"B",0.25,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"B",0.25,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"B",0.66,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"B",0.23,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"B",0.18,"below detection limit","under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"B",0.22,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"B",0.11,"below detection limit","under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Zn",0.02,"below detection limit","between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Zn",0.06,"below detection limit","under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Zn",0.17,"below detection limit","between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Zn",0.08,"below detection limit","under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Zn",0.11,"below detection limit","between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Zn",0.27,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Zn",0.1,"below detection limit","between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Zn",0.13,"below detection limit","under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Zn",0.48,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Zn",0.49,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Zn",0.32,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Zn",0.61,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Zn",0.62,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Zn",0.17,"below detection limit","under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Zn",0.43,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Zn",0.32,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Cu",0.25,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Cu",0.24,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Cu",0.3,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Cu",0.16,"below detection limit","under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Cu",0.33,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Cu",0.19,"below detection limit","under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Cu",0.3,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Cu",0.14,"below detection limit","under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Cu",0.65,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Cu",0.36,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Cu",0.49,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Cu",0.3,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Cu",0.57,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Cu",0.17,"below detection limit","under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Cu",0.47,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Cu",0.27,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Mn",1.04,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Mn",1.7,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Mn",2.28,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Mn",0.8,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Mn",0.87,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Mn",2.03,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Mn",1.66,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Mn",0.69,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Mn",0.79,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Mn",0.55,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Mn",1.66,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Mn",0.92,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Mn",1.47,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Mn",1.02,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Mn",2.53,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Mn",0.81,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Fe",0.8,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Fe",0.72,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Fe",0.89,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Fe",0.51,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Fe",0.96,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Fe",1.35,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Fe",2.03,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Fe",0.52,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Fe",1.32,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Fe",0.22,"below detection limit","under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Fe",0.99,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Fe",0.63,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Fe",2.85,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Fe",0.69,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Fe",2.87,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Fe",0.37,"below detection limit","under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"P",8.03,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"P",7.64,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"P",10.12,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"P",8.73,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"P",11.22,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"P",10.56,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"P",15.03,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"P",7.6,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"P",13.82,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"P",18.72,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"P",22.88,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"P",24.9,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"P",28.12,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Cd",0.02,"below detection limit","between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Cd",0,"below detection limit","under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Cd",0,"below detection limit","under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"P",23.3,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"P",35.15,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Cd",0,"below detection limit","between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Cd",0.01,"below detection limit","under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Cd",0.44,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Cd",0,"below detection limit","under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Cd",0,"below detection limit","under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Cd",0,"below detection limit","between_plant",4,4,"2 broken orange"
"SNE","53","C2",2015-12-03,2016-02-25,"Cd",0.43,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Cd",0,"below detection limit","between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Cd",0,"below detection limit","between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Cd",0.01,"below detection limit","under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Cd",0.2,"below detection limit","between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Cd",0,"below detection limit","under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Cd",0,"below detection limit","between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"P",23.54,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"K",49.06,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"K",163.67,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"K",43.07,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"K",120.03,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"K",42.44,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Al",14.24,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Al",9.04,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Al",9.82,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Al",9.58,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Al",10.44,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Al",15.64,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Al",8.91,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Al",9.98,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"K",141.95,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"K",36.26,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"K",112.95,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"K",15.87,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"K",36.53,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"K",15.59,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"K",58.98,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"K",65.82,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"K",102.34,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"K",38.68,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"K",134.38,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Al",18.93,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Al",5.32,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Al",9.65,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Al",8.47,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Al",9.22,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Al",6.19,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Al",15.31,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Al",6.35,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Mg",218.6,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Mg",176,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Mg",177.7,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Mg",181.5,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Mg",216.1,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Mg",157.9,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Mg",171.9,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Mg",122.1,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Mg",98.4,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Mg",90.3,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Mg",127.7,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Mg",401.9,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Mg",285.2,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Mg",258.6,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Mg",238.7,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Pb",0,"below detection limit","between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Pb",0,"below detection limit","under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Pb",0,"below detection limit","between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Pb",0.09,"below detection limit","under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Pb",0,"below detection limit","between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Pb",0.07,"below detection limit","under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Pb",0,"below detection limit","between_plant",4,4,"2 broken orange"
"SNW","60","C1",2015-12-03,2016-02-25,"Ca",2787.4,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Ca",2628.3,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Ca",2447.9,NA,"between_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Pb",0.01,"below detection limit","under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Ca",2273.1,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Ca",2220.7,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Ca",2632.5,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Ca",2092.9,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Ca",2522,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Ca",3742.2,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Ca",3054.3,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Ca",3377,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Ca",2207.3,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Ca",2547.5,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Ca",2445.5,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Ca",2762.9,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Pb",0.7,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Pb",0.88,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Pb",0.25,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Pb",0.66,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Pb",0.31,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Pb",0.06,"below detection limit","under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Pb",0.13,"below detection limit","between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Pb",0.18,"below detection limit","under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"NH4-N",0.64,"below detection limit","between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"NH4-N",0.46,"below detection limit","under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"NH4-N",0.28,"below detection limit","between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"NH4-N",0.32,"below detection limit","under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"NH4-N",0.28,"below detection limit","between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"NH4-N",2.04,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"NH4-N",0.24,"below detection limit","between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"NH4-N",0.38,"below detection limit","under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"NH4-N",0.44,"below detection limit","between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"NH4-N",0.66,"below detection limit","under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"NH4-N",0.6,"below detection limit","between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"NH4-N",0.64,"below detection limit","under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"NH4-N",0.4,"below detection limit","between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"NH4-N",0.36,"below detection limit","under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"NH4-N",1,"below detection limit","between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"NH4-N",1.88,"below detection limit","under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"NO3-N",29.42,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"NO3-N",39.04,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"NO3-N",22.96,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"NO3-N",54.8,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"NO3-N",25.88,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"NO3-N",144.06,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"NO3-N",26,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"NO3-N",68.42,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"S",7.92,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"S",18.55,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"S",6,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"S",9.73,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"S",5.08,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"S",28.57,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"S",4.46,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"S",18.54,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"NO3-N",72.34,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"NO3-N",166.5,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"NO3-N",39.8,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"NO3-N",131.54,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"NO3-N",53.8,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"NO3-N",85.08,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"NO3-N",45.9,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"NO3-N",148.76,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Total-N",30.06,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"Total-N",39.5,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Total-N",23.24,NA,"between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"Total-N",55.12,NA,"under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Total-N",26.16,NA,"between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"Total-N",146.1,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"S",23.86,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"S",46.41,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"S",13.89,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"S",42.35,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"Total-N",26.24,NA,"between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"Total-N",68.8,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"S",22.17,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"S",26.95,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"S",11.41,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"S",35.92,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Total-N",72.78,NA,"between_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Total-N",167.16,NA,"under_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Total-N",40.4,NA,"between_plant",4,4,NA
"MCS","24","C1",2015-12-03,2016-02-25,"Total-N",132.18,NA,"under_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Total-N",54.2,NA,"between_plant",4,4,NA
"MCN","19","C2",2015-12-03,2016-02-25,"Total-N",85.44,NA,"under_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Total-N",46.9,NA,"between_plant",4,4,NA
"MCN","18","C1",2015-12-03,2016-02-25,"Total-N",150.64,NA,"under_plant",4,4,NA
"MCS","25","C2",2015-12-03,2016-02-25,"Ca",3430.3,NA,"under_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"B",0.73,NA,"between_plant",4,4,NA
"SNW","60","C1",2015-12-03,2016-02-25,"B",0.58,NA,"under_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"B",0.15,"below detection limit","between_plant",4,4,NA
"SNW","58","C2",2015-12-03,2016-02-25,"B",0.2,"below detection limit","under_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"B",0.14,"below detection limit","between_plant",4,4,NA
"SNE","53","C2",2015-12-03,2016-02-25,"B",1.17,NA,"under_plant",4,4,NA
"SNE","51","C1",2015-12-03,2016-02-25,"B",0.15,"below detection limit","between_plant",4,4,"2 broken orange"
"SNE","51","C1",2015-12-03,2016-02-25,"B",1.08,NA,"under_plant",4,4,NA
"EME","66","C1",2015-12-08,2016-02-29,"Zn",0.2,"below detection limit","between_plant",4,4,NA
"EME","69","C2",2015-12-08,2016-02-29,"B",0.23,NA,"under_plant",4,4,NA
"EME","66","C1",2015-12-08,2016-02-29,"Total-N",107.56,NA,"under_plant",4,4,NA
"EME","66","C1",2015-12-08,2016-02-29,"Total-N",61.68,NA,"between_plant",4,4,NA
"EME","69","C2",2015-12-08,2016-02-29,"Total-N",78.02,NA,"under_plant",4,4,NA
"EME","69","C2",2015-12-08,2016-02-29,"Total-N",24.46,NA,"between_plant",4,4,"1 broken purple"
"EME","66","C1",2015-12-08,2016-02-29,"B",0.47,NA,"between_plant",4,4,NA
"EME","66","C1",2015-12-08,2016-02-29,"B",0.79,NA,"under_plant",4,4,NA
"EME","69","C2",2015-12-08,2016-02-29,"K",32.62,NA,"between_plant",4,4,"1 broken purple"
"EME","69","C2",2015-12-08,2016-02-29,"K",71.59,NA,"under_plant",4,4,NA
"EME","66","C1",2015-12-08,2016-02-29,"K",107.03,NA,"under_plant",4,4,NA
"EME","69","C2",2015-12-08,2016-02-29,"Cu",0.18,"below detection limit","under_plant",4,4,NA
"EME","66","C1",2015-12-08,2016-02-29,"Cu",0.73,NA,"between_plant",4,4,NA
